geometry,optimizer,seed,status,last_saved_task,first_nonfinite_task,n_transitions,calibration_first_task,calibration_last_task,heldout_first_task,heldout_last_task,qbar,gamma,split_V,heldout_mape,constant_split_mape,negative_prediction,unstable_gamma,positive_predictions,P3,late_n_transitions,late_endpoint_relative_change,late_median_relative_increment,late_loglog_slope,late_halves_ratio,late_nearbalance,late_activity,late_invalid_V,late_zero_Q_count,late_negative_c_fraction,P1,P2,stopped,raw_minus_effective_slope,P4,low_response_onset_task,response_censoring,late_median_R,late_median_d_eff,late_median_c,late_median_rho,late_median_train_acc,late_median_top10_Q_fraction,late_mean_shift_sq,dynamics_label
dup64,adam,300,COMPLETE,50,,50,6,25,26,50,115618.0380764963,0.17960299060349402,356626.1463889919,0.24650963368291323,0.17244336496564777,False,False,True,FAIL,10,0.11382746582752093,0.011958823962272836,0.30129268762768735,1.0332602577376266,0.966912200532413,3.2281450660870394,False,0,1.0,PASS,FAIL,False,0.45654151264543985,NOT_ESTABLISHED,,NO_LOW_RESPONSE,682.4962319310158,386.4018297586631,-0.2743317091449799,0.567125957526941,0.995416671037674,0.737388008673068,192732.35226565116,NEAR_BALANCE_WITH_ACTIVITY
dup64,adam,301,COMPLETE,50,,50,6,25,26,50,117675.65843968894,0.18311819873360857,361896.90905060293,0.2247807750977746,0.13518802121777376,False,False,True,FAIL,10,0.1048464687970031,0.014881834848529871,0.2725168441307006,1.032720437463888,0.9679441103828806,3.1200968571356245,False,0,1.0,PASS,FAIL,False,0.4989444810795551,NOT_ESTABLISHED,,NO_LOW_RESPONSE,674.9531367182597,374.2613248828155,-0.2725930234860444,0.5612438834374001,0.9945833384990692,0.704647232852087,183227.98285464948,NEAR_BALANCE_WITH_ACTIVITY
dup64,adam,302,COMPLETE,50,,50,6,25,26,50,115489.65842872506,0.18307773196819144,338704.20063935744,0.24642583937082374,0.19551586859445236,False,False,True,FAIL,10,0.059969328655457295,0.008785710895182984,0.33486975717410405,1.0413204947251236,0.9808036184686176,3.061080101877025,False,0,1.0,PASS,FAIL,False,0.46240938125077824,NOT_ESTABLISHED,,NO_LOW_RESPONSE,674.0015004013633,374.9113061418448,-0.26862017607767985,0.553387799569778,0.9975000023841858,0.713361321611619,176345.31891770285,NEAR_BALANCE_WITH_ACTIVITY
dup64,adam,303,COMPLETE,50,,50,6,25,26,50,117416.20919678143,0.17768931395366064,376137.70989806997,0.2208451660350387,0.12355619337147386,False,False,True,FAIL,10,0.11937660967449411,0.011228536930265034,0.5466877741106703,1.075679890266985,0.9641806538050458,3.1106370022733025,False,0,1.0,PASS,FAIL,False,0.24372496315359637,NOT_ESTABLISHED,,NO_LOW_RESPONSE,684.8691415321789,381.39685143653486,-0.27012216116300375,0.5575711307544792,0.995416671037674,0.7282981243332496,201069.82342289126,NEAR_BALANCE_WITH_ACTIVITY
dup64,adam,304,COMPLETE,50,,50,6,25,26,50,113491.83752664349,0.17606731489026367,371106.4688216588,0.22494588050918893,0.11843974127571735,False,False,True,FAIL,10,0.08971480075945261,0.008585549332273108,0.506151022399655,1.0740100961989283,0.9727576462066806,3.1127360819554917,False,0,1.0,PASS,FAIL,False,0.288107625765604,NOT_ESTABLISHED,,NO_LOW_RESPONSE,674.6851469556582,377.65115406914015,-0.2725090301607522,0.5572935719021939,0.9962500035762787,0.7183040906055965,185384.0089263012,NEAR_BALANCE_WITH_ACTIVITY
dup64,sgd,300,COMPLETE,50,,50,6,25,26,50,1075.0407657960081,0.11741164537776815,4875.051581832025,0.11720472716324723,0.06813453183988465,False,False,True,FAIL,10,0.06512555619921619,0.0055054606428245265,0.22607466842991006,1.0271936066402674,0.9676920527838069,1.8981191596345788,False,0,1.0,PASS,FAIL,False,0.4163238219065378,NOT_ESTABLISHED,,NO_LOW_RESPONSE,73.77991244305703,31.965439100165952,-0.21206729115153816,0.43254088369174176,0.8537500202655792,0.7493763198072058,3689.8770393471505,NEAR_BALANCE_WITH_ACTIVITY
dup64,sgd,301,COMPLETE,50,,50,6,25,26,50,1012.3491330164128,0.11379408115853971,4757.00535592416,0.1245484421650107,0.07286687304935595,False,False,True,FAIL,10,0.043603847779022924,0.003907393892970695,0.27883273461970787,1.026892348963834,0.9779353003016865,1.9541262576930616,False,0,1.0,PASS,FAIL,False,0.40366123130677173,NOT_ESTABLISHED,,NO_LOW_RESPONSE,72.46145758391424,32.048682005606,-0.21953170237901545,0.4422314611348873,0.8641666769981384,0.7343672620226602,3751.2539376455097,NEAR_BALANCE_WITH_ACTIVITY
dup64,sgd,302,COMPLETE,50,,50,6,25,26,50,1032.8028627329109,0.11270139046769428,4602.203155946253,0.08151639329490518,0.07813257603453481,False,False,True,FAIL,10,0.009382868756882498,-0.005543494431154724,0.16290427702683638,1.018670899736933,0.9953777098280078,2.010095120486062,False,0,1.0,PASS,PASS,False,0.5401666173991646,SEPARATED,,NO_LOW_RESPONSE,71.73417730198722,32.25883307599507,-0.22844287897219995,0.45002850654927073,0.8725000023841858,0.7381473043889655,3823.821797881119,PLATEAU_WITH_ACTIVITY
dup64,sgd,303,COMPLETE,50,,50,6,25,26,50,1043.5907745329387,0.11457757282572494,4835.646936834182,0.10993439920736392,0.06483953777486119,False,False,True,FAIL,10,0.07260658019060384,0.010199811510713488,0.23540250553063588,1.0223265158122405,0.9636700779167587,1.9808289974741045,False,0,1.0,PASS,FAIL,False,0.48780850222750405,NOT_ESTABLISHED,,NO_LOW_RESPONSE,72.75263112511658,32.292506779038945,-0.20931383039268697,0.444713052397389,0.8845833539962769,0.7380769252086217,3710.703147091658,NEAR_BALANCE_WITH_ACTIVITY
dup64,sgd,304,COMPLETE,50,,50,6,25,26,50,1031.1123961931064,0.1147008221645528,4656.755131993445,0.11906645398781597,0.09380193553618764,False,False,True,FAIL,10,0.10187290141475362,0.010377582379702717,0.43823466945642253,1.0459823703845805,0.9527247094471825,2.0942226156549597,False,0,1.0,PASS,FAIL,False,0.2753339039764158,NOT_ESTABLISHED,,NO_LOW_RESPONSE,72.48085062896948,33.85259185394681,-0.22327150274436813,0.45654699770212004,0.893333375453949,0.7425016637118553,4212.37779181186,NEAR_BALANCE_WITH_ACTIVITY
dup64_half,adam,300,COMPLETE,50,,50,6,25,26,50,31637.87921987576,0.17999709158921162,94518.63849351945,0.24861106534981445,0.19679054069044855,False,False,True,FAIL,10,0.13410083471479758,0.012114076571268081,0.27986294470154327,1.018746025742937,0.9599878122964529,3.1094487879232933,False,0,1.0,PASS,FAIL,False,0.5424353352437555,NOT_ESTABLISHED,,NO_LOW_RESPONSE,357.1787223876968,199.32349683121424,-0.2718492344025639,0.5564041672023834,0.9904166758060455,0.73235055423276,62362.722432732815,NEAR_BALANCE_WITH_ACTIVITY
dup64_half,adam,301,COMPLETE,50,,50,6,25,26,50,31726.26728405858,0.18110185322822758,96364.04730885795,0.2222117022795391,0.1509752587197862,False,False,True,FAIL,10,0.05004935113615585,0.007927391015654754,0.31485993937829687,1.0596100806093653,0.9846160810472107,3.090201971764592,False,0,1.0,PASS,FAIL,False,0.5059942279611538,NOT_ESTABLISHED,,NO_LOW_RESPONSE,350.0050523270727,193.42774720017255,-0.27289548409013764,0.5560996933700345,0.9929166734218597,0.7104440688043626,62534.31024851049,NEAR_BALANCE_WITH_ACTIVITY
dup64_half,adam,302,COMPLETE,50,,50,6,25,26,50,31111.504845417694,0.1789871380708152,100693.26054827111,0.23031781375909433,0.12364149600281495,False,False,True,FAIL,10,0.20864970564327667,0.020500222826510223,0.5369053577955017,1.0320075957721728,0.9367118076401085,3.1112417749689176,False,0,1.0,PASS,FAIL,False,0.2812797758404203,NOT_ESTABLISHED,,NO_LOW_RESPONSE,346.32959296295996,192.88898095817186,-0.2592742001810086,0.5556547016949753,0.9854166805744172,0.7120989185648061,66365.62728407107,NEAR_BALANCE_WITH_ACTIVITY
dup64_half,adam,303,COMPLETE,50,,50,6,25,26,50,31310.637226567887,0.17502862523865106,101785.43212664788,0.2332520402936144,0.1369857906523034,False,False,True,FAIL,10,0.07058678796461408,-0.004307480277108545,0.43473906192168965,1.058842843399112,0.9772946437721117,3.0000225121499775,False,0,1.0,PASS,FAIL,False,0.40120789493378584,NOT_ESTABLISHED,,NO_LOW_RESPONSE,351.63132926038577,193.48002474769237,-0.27506197567286694,0.5490011011176247,0.9970833361148834,0.7097867319017375,59421.508125881875,NEAR_BALANCE_WITH_ACTIVITY
dup64_half,adam,304,COMPLETE,50,,50,6,25,26,50,30427.074620098945,0.17405751833115587,99754.68732239744,0.22274144902926118,0.12301459258665413,False,False,True,FAIL,10,0.14317436696381577,0.013001296548060664,0.7020751084619085,1.0921990271891355,0.9578147825607177,3.1805556392140684,False,0,1.0,PASS,FAIL,False,0.10790408286843622,NOT_ESTABLISHED,,NO_LOW_RESPONSE,346.3021199701294,195.60638518050143,-0.2749477780438251,0.5637219092899572,0.9975000023841858,0.7256297161763177,59715.01208022295,NEAR_BALANCE_WITH_ACTIVITY
dup64_half,sgd,300,COMPLETE,50,,50,6,25,26,50,270.4225413662798,0.08036047480555804,1640.9481375121466,0.026158198369371503,0.04415654881577468,False,False,True,UNINFORMATIVE,10,-0.06207086744018613,-0.009493003243734565,-0.17682909316688036,0.9759326131805838,1.0423444343895665,1.5002606904121802,False,0,1.0,PASS,PASS,False,0.750153663384105,SEPARATED,,NO_LOW_RESPONSE,41.78370365204253,16.306180530665905,-0.20994460166966267,0.39313027345374707,0.7445833384990692,0.7511977601575323,1295.7110005661552,PLATEAU_WITH_ACTIVITY
dup64_half,sgd,301,COMPLETE,50,,50,6,25,26,50,265.8069881990018,0.07566373585156472,1676.1283880299763,0.0267237102445843,0.04121266659981273,False,False,True,UNINFORMATIVE,10,0.0747092566029735,0.005373303230584594,0.3178450847352414,1.034946608177144,0.9515322987167566,1.5163392961894622,False,0,1.0,PASS,FAIL,False,0.2480168429790135,NOT_ESTABLISHED,,NO_LOW_RESPONSE,41.87634198049473,16.441641785424167,-0.18936854452323104,0.3928644135897099,0.7337500154972076,0.7460669429550308,1368.1630325628564,NEAR_BALANCE_WITH_ACTIVITY
dup64_half,sgd,302,COMPLETE,50,,50,6,25,26,50,258.30475921676975,0.08171543282177175,1612.294947813387,0.06599507045818996,0.05184740286038674,False,False,True,FAIL,10,0.09176931179064751,0.0009307249587517091,0.4063252788820123,1.0611788856304154,0.9415156706727995,1.4780698565401362,False,0,1.0,PASS,FAIL,False,0.1650243672754984,NOT_ESTABLISHED,,NO_LOW_RESPONSE,41.50599028943416,15.842454516049113,-0.19024060655005703,0.38716225347413535,0.7283333539962769,0.7345994249755814,1303.1033723413714,NEAR_BALANCE_WITH_ACTIVITY
dup64_half,sgd,303,COMPLETE,50,,50,6,25,26,50,268.3982252351441,0.0817703354568212,1577.5502326840474,0.03610659071927338,0.0658220575440001,False,False,True,PASS,10,0.07438946450074019,0.00872735087615836,0.19486547114755703,1.0156562067623687,0.9521323907870927,1.4750513949396689,False,0,1.0,PASS,PASS,False,0.38206753091215384,SEPARATED,,NO_LOW_RESPONSE,41.789384436858015,16.11157187171394,-0.1817289569607471,0.386973519612099,0.7391666769981384,0.7483979346979361,1241.389497400571,PLATEAU_WITH_ACTIVITY
dup64_half,sgd,304,COMPLETE,50,,50,6,25,26,50,264.2623160750005,0.0826445438708085,1521.2511702367515,0.03921483666314038,0.0767449117116261,False,False,True,PASS,10,0.03382256029915896,0.006042597193522861,0.07335724385071969,1.002840843480689,0.9781715205061279,1.49809045643279,False,0,1.0,PASS,PASS,False,0.5110358175454979,SEPARATED,,NO_LOW_RESPONSE,40.83189678037057,15.797301660010708,-0.1902829380440831,0.3840025885846591,0.7487500011920929,0.7378817001638125,1332.3111091585743,PLATEAU_WITH_ACTIVITY
gray32,adam,300,COMPLETE,50,,50,6,25,26,50,1155.3324390415632,0.16051874399940752,3852.9751598601683,0.18651714599232272,0.13473774915797082,False,False,True,FAIL,10,0.09654127725105978,0.004322495961793257,0.49043496172775525,1.0569734722649686,0.967433257802946,2.882698210123434,False,0,1.0,PASS,FAIL,False,0.3444538800780168,NOT_ESTABLISHED,,NO_LOW_RESPONSE,69.49917246374383,36.868367656932094,-0.26606619098423845,0.5311057502914935,0.9470833539962769,0.7467057325759187,3562.084760534316,NEAR_BALANCE_WITH_ACTIVITY
gray32,adam,301,COMPLETE,50,,50,6,25,26,50,1081.0597944624014,0.1583537217176638,3758.2442611252764,0.1879107698536964,0.11939168783718426,False,False,True,FAIL,10,0.11891980496048289,0.0007599480066436729,0.623176724019118,1.0775831712310042,0.9600090414792088,2.8741016060597984,False,0,1.0,PASS,FAIL,False,0.23746901142295973,NOT_ESTABLISHED,,NO_LOW_RESPONSE,67.77835724448357,36.99112370761023,-0.26512172796966693,0.5352617296896591,0.9229166805744171,0.7381153816643319,3804.992973278056,NEAR_BALANCE_WITH_ACTIVITY
gray32,adam,302,COMPLETE,50,,50,6,25,26,50,1116.0446315795941,0.16207219339483298,4025.7883959306864,0.1931314258117751,0.08955845989826303,False,False,True,FAIL,10,0.07042041026098275,0.00706429367785384,0.20547496887648292,1.0045024533531322,0.9752133139785235,2.830071281828881,False,0,1.0,PASS,FAIL,False,0.6706446196542963,NOT_ESTABLISHED,,NO_LOW_RESPONSE,69.01172166045058,36.77430141834293,-0.25993734094533866,0.5318089766605543,0.9262500107288361,0.737893002658963,3406.007481614209,NEAR_BALANCE_WITH_ACTIVITY
gray32,adam,303,COMPLETE,50,,50,6,25,26,50,1108.72852600279,0.15925535562451157,3718.86170772074,0.190967699132165,0.14347561272337997,False,False,True,FAIL,10,0.11769854900406668,0.01532432519970818,0.4931948154507031,1.0442425038373953,0.9599645081481343,2.819328690348414,False,0,1.0,PASS,FAIL,False,0.3536622527698754,NOT_ESTABLISHED,,NO_LOW_RESPONSE,68.11603636453587,36.001123335499436,-0.24818134751915377,0.5275941321464861,0.9537500441074371,0.7328174467139994,3601.8629631776057,NEAR_BALANCE_WITH_ACTIVITY
gray32,adam,304,COMPLETE,50,,50,6,25,26,50,1083.31849330111,0.15738935138986027,3886.878889120264,0.1779563478061485,0.10061871374916903,False,False,True,FAIL,10,0.0924303394838976,0.00917664436794633,0.2899445955327756,1.0220657936051354,0.9692787715067905,2.8678516265669622,False,0,1.0,PASS,FAIL,False,0.5499553582220009,NOT_ESTABLISHED,,NO_LOW_RESPONSE,68.23161748211218,36.51059562677502,-0.2587456858068173,0.5347192631635878,0.947916716337204,0.7372628101648024,3561.0350085539408,NEAR_BALANCE_WITH_ACTIVITY
gray32,sgd,300,COMPLETE,50,,50,6,25,26,50,86.31263589968628,0.05482291984810761,762.6037206043488,0.030062745597990576,0.040699113348464516,False,False,True,UNINFORMATIVE,10,-0.05348101201563365,-0.0014782930267301687,-0.3625893442985746,0.9588571607321758,1.0515830513248603,1.065051091459955,False,0,1.0,PASS,FAIL,False,0.741308583724525,NOT_ESTABLISHED,,NO_LOW_RESPONSE,28.40413881754239,9.264876975591989,-0.1662684978192681,0.3253223860616692,0.5266667008399963,0.7973069017516696,602.5072923471524,NEAR_BALANCE_WITH_ACTIVITY
gray32,sgd,301,COMPLETE,50,,50,6,25,26,50,83.96074956953365,0.04774274091693268,799.4976625174814,0.08070433411773177,0.025055142099104866,False,False,True,FAIL,10,-0.015860237730580005,-0.008473071066402554,0.021187681630706612,1.0132167301220951,1.0147079137947583,1.1168616917408933,False,0,1.0,PASS,PASS,False,0.39711258803461796,SEPARATED,,NO_LOW_RESPONSE,28.36333702431635,9.533146466597435,-0.17554923685098417,0.33610984680928335,0.5354166924953461,0.7972964045651949,640.8269867028832,PLATEAU_WITH_ACTIVITY
gray32,sgd,302,COMPLETE,50,,50,6,25,26,50,84.66985694866015,0.049659636280065145,766.7458765652433,0.07448728987550732,0.020092134575911448,False,False,True,FAIL,10,-0.03872093204872574,0.006364173815566898,0.017819192343069837,1.0105345833244428,1.0364706601338123,1.071833529685311,False,0,1.0,PASS,PASS,False,0.37334782614849243,SEPARATED,,NO_LOW_RESPONSE,27.753150033634732,9.3419012935085,-0.1601336017477467,0.33700164292360674,0.5462500154972076,0.7850579625140559,599.0117546839334,PLATEAU_WITH_ACTIVITY
gray32,sgd,303,COMPLETE,50,,50,6,25,26,50,86.39136806475483,0.04941086362921222,794.8189646119256,0.07272701996077775,0.026442135787827746,False,False,True,FAIL,10,0.05184474073368822,0.008713550801264132,0.2988812168190126,1.038946792876315,0.9519276728668122,1.0459212326505996,False,0,1.0,PASS,FAIL,False,0.07178239444857709,NOT_ESTABLISHED,,NO_LOW_RESPONSE,28.285471577015915,9.167571206483187,-0.1504571963267053,0.32414473730978666,0.5379166901111603,0.7936366082342059,552.3489403471872,NEAR_BALANCE_WITH_ACTIVITY
gray32,sgd,304,COMPLETE,50,,50,6,25,26,50,82.35832282916851,0.04955456749289344,750.405535152735,0.07475088153872543,0.02224174656168176,False,False,True,FAIL,10,0.048423926314404134,-0.002312021300066512,0.16056645211146775,1.0095141477898786,0.9578311110176706,1.1454283718904634,False,0,1.0,PASS,PASS,False,0.27125246014429116,SEPARATED,,NO_LOW_RESPONSE,27.45385254061308,9.401540729013533,-0.1738064829465779,0.34133816760647695,0.542083352804184,0.7857436333615163,597.7133252940148,PLATEAU_WITH_ACTIVITY
rgb32,adam,300,COMPLETE,50,,50,6,25,26,50,8509.479275729882,0.17658198191987998,27286.181994230326,0.23070529011447852,0.1379669852932444,False,False,True,FAIL,10,0.07730556906213483,0.00872481493743321,0.2850170518047026,1.0223719673043496,0.9750727111438603,3.1287395538475185,False,0,1.0,PASS,FAIL,False,0.5671520315643019,NOT_ESTABLISHED,,NO_LOW_RESPONSE,183.4684515087676,102.92408057638602,-0.2743516041844139,0.5603572717808081,0.9858333468437194,0.7360067231661835,22770.77566959222,NEAR_BALANCE_WITH_ACTIVITY
rgb32,adam,301,COMPLETE,50,,50,6,25,26,50,8271.168673497321,0.17378110285203005,26757.170858090405,0.2059571494487777,0.12053170018364638,False,False,True,FAIL,10,0.14748954483834578,-0.004558531281975397,0.5655415561190601,1.0698179721211507,0.9562224836468228,3.0708475071451855,False,0,1.0,PASS,FAIL,False,0.2831208798647801,NOT_ESTABLISHED,,NO_LOW_RESPONSE,180.65075383258826,100.9957281351258,-0.2832589465311974,0.5511847159892315,0.9970833361148834,0.7151093116645109,21118.956278164926,NEAR_BALANCE_WITH_ACTIVITY
rgb32,adam,302,COMPLETE,50,,50,6,25,26,50,8476.504201549044,0.1808147009945974,25518.9777685011,0.23296246020081987,0.17082539878051434,False,False,True,FAIL,10,0.1579036854970685,0.016566986403628012,0.6183781215513372,1.069041286752498,0.952074897975799,3.0371680863125854,False,0,1.0,PASS,FAIL,False,0.2551871289577965,NOT_ESTABLISHED,,NO_LOW_RESPONSE,183.22158126926286,101.09748315072633,-0.2622401220943409,0.5493416844695866,0.9962500035762787,0.7156883066740226,23113.49540304243,NEAR_BALANCE_WITH_ACTIVITY
rgb32,adam,303,COMPLETE,50,,50,6,25,26,50,8294.137381243843,0.1741959995916294,26782.134836892794,0.2290154924926737,0.14147538021560752,False,False,True,FAIL,10,0.12101933691816825,0.009489683382401278,0.3717863319936123,1.0313590453772987,0.9609602251977091,2.939829426516785,False,0,1.0,PASS,FAIL,False,0.49403149778696503,NOT_ESTABLISHED,,NO_LOW_RESPONSE,182.0828963355288,98.01916744405872,-0.26155372348472006,0.5409476080355456,0.996666669845581,0.7155259465152419,20304.523274771127,NEAR_BALANCE_WITH_ACTIVITY
rgb32,adam,304,COMPLETE,50,,50,6,25,26,50,8377.522600298427,0.17619200837149016,26776.684252299685,0.2352738947349405,0.14747296752816036,False,False,True,FAIL,10,0.09923787954886984,0.008491555534802617,0.47090135379484255,1.0575582724179633,0.9696057140836268,3.0149073423485384,False,0,1.0,PASS,FAIL,False,0.4033013282923468,NOT_ESTABLISHED,,NO_LOW_RESPONSE,183.58636747667143,101.35250334269948,-0.26802629997330785,0.5463497319515355,0.9754166901111603,0.7274633694699246,23247.142923560987,NEAR_BALANCE_WITH_ACTIVITY
rgb32,sgd,300,COMPLETE,50,,50,6,25,26,50,269.85269280587505,0.08491664708778508,1590.91861463848,0.04972556534856522,0.04876938113239332,False,False,True,UNINFORMATIVE,10,0.06904566006862407,0.003513032691455974,0.07549750981737269,0.9805714145904733,0.9564307327123643,1.5715217951722824,False,0,1.0,PASS,PASS,False,0.532219643789768,SEPARATED,,NO_LOW_RESPONSE,41.09861633562548,16.41270603862311,-0.19761776485057386,0.3986868106050472,0.7366666793823242,0.7565112094267239,1285.6310481146436,PLATEAU_WITH_ACTIVITY
rgb32,sgd,301,COMPLETE,50,,50,6,25,26,50,254.9105225085164,0.07481625716094084,1627.3040490549515,0.01625143267177332,0.0323138730440065,False,False,True,UNINFORMATIVE,10,0.008596046665036845,-0.009941830742627892,0.08601246344544825,1.0199849131984675,0.9941501403136631,1.451686469965916,False,0,1.0,PASS,PASS,False,0.5022095205708509,SEPARATED,,NO_LOW_RESPONSE,41.07355281329742,15.726561983780595,-0.20056868970432623,0.381608350600504,0.7266666889190674,0.7237949027152608,1213.8219090154,PLATEAU_WITH_ACTIVITY
rgb32,sgd,302,COMPLETE,50,,50,6,25,26,50,258.1144624718676,0.08192606999777292,1581.644127904201,0.04563154098103257,0.044993737263398656,False,False,True,UNINFORMATIVE,10,0.06139265165683807,0.0007176659326707301,0.32170588393641725,1.068982658564126,0.9630817384839004,1.5499454961625594,False,0,1.0,PASS,FAIL,False,0.29490636044382407,NOT_ESTABLISHED,,NO_LOW_RESPONSE,41.16824385505238,16.249658139179694,-0.19524186091250784,0.39117099303952824,0.7379166781902313,0.7320973648834324,1284.1509020627495,NEAR_BALANCE_WITH_ACTIVITY
